Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Inter_Arrival_Time,Flow_Duration,Throughput,Jitter,Label
45.1.35.59,42.191.116.250,29078,301,ICMP,1326,0.032699,9.33,142.12,3.94,DDoS
209.180.225.231,129.124.29.174,60184,289,UDP,72,0.037659,12.03,5.99,7.99,ICMP
207.249.55.208,115.241.129.223,25052,201,TCP,967,0.053092,11.34,85.27,6.88,HTTP
164.104.201.158,236.233.116.24,40597,104,ICMP,644,0.075351,20.94,30.75,6.17,HTTP
75.77.252.252,123.0.112.81,61886,335,TCP,1079,0.02773,2.99,360.87,7.88,Normal
194.80.122.156,254.141.229.104,8072,217,TCP,1242,0.02724,29.77,41.72,4.22,FTP
53.56.252.42,200.183.124.182,22256,428,ICMP,121,0.081653,11.46,10.56,4.5,Normal
250.166.182.179,32.13.214.214,41598,442,TCP,134,0.024509,11.53,11.62,4.66,FTP
191.2.46.232,238.149.60.92,40260,412,ICMP,70,0.035172,14.28,4.9,3.05,FTP
218.9.247.201,139.129.48.117,10145,419,UDP,414,0.062225,22.15,18.69,9.92,FTP
144.118.35.41,158.241.169.76,15261,246,TCP,874,0.055789,6.16,141.88,0.73,ICMP
148.84.247.28,189.4.225.11,64990,294,TCP,675,0.010874,18.24,37.01,2.73,Normal
64.124.248.7,157.139.135.254,20059,335,TCP,1082,0.099342,17.21,62.87,0.17,HTTP
46.161.34.238,132.79.80.208,24490,326,TCP,347,0.051063,10.97,31.63,6.42,FTP
166.49.115.236,26.203.222.228,51137,420,TCP,807,0.031177,19.66,41.05,7.78,Normal
93.223.178.214,97.176.114.206,2628,29,ICMP,706,0.048573,9.83,71.82,8.28,ICMP
17.27.157.50,130.6.85.85,33471,116,TCP,603,0.029162,2.76,218.48,7.14,ICMP
163.238.7.15,90.10.7.4,25253,364,ICMP,1125,0.063584,27.67,40.66,2.17,DDoS
203.37.144.77,193.97.178.142,48184,34,ICMP,615,0.036009,29.44,20.89,0.84,Normal
9.189.194.113,82.23.119.131,32056,388,TCP,1019,0.019837,20.23,50.37,9.69,FTP
130.22.140.29,148.189.148.208,39116,341,ICMP,1202,0.055051,29.72,40.44,4.26,ICMP
76.106.238.97,254.107.244.51,50593,355,ICMP,842,0.016739,6.76,124.56,5.81,ICMP
145.136.44.212,119.155.187.208,10626,22,ICMP,1063,0.00201,2.95,360.34,4.77,Normal
141.146.121.75,83.37.221.18,40952,36,UDP,266,0.043523,7.3,36.44,1.11,DDoS
172.161.214.136,88.180.22.205,48013,434,ICMP,828,0.014896,29.4,28.16,9.57,DDoS
8.144.184.27,85.185.162.89,52238,22,UDP,1199,0.063453,22.99,52.15,4.53,ICMP
239.66.109.183,246.206.177.74,35853,106,TCP,1100,0.039403,3.71,296.5,5.02,Normal
40.49.32.211,235.224.226.34,56622,235,ICMP,793,0.092354,20.32,39.03,3.97,ICMP
58.176.124.99,45.192.242.120,16650,420,ICMP,687,0.033249,20.65,33.27,2.68,ICMP
64.102.132.137,66.30.211.13,25471,147,ICMP,654,0.034057,2.62,249.62,8.59,FTP
37.180.190.5,250.227.165.189,64684,332,TCP,1387,0.002335,1.72,806.4,2.55,HTTP
54.106.107.125,225.93.179.127,29502,225,ICMP,1011,0.09508,14.2,71.2,5.23,Normal
197.51.230.204,54.1.100.32,1520,127,TCP,659,0.055204,18.21,36.19,4.11,FTP
146.94.231.150,84.125.178.117,31021,280,TCP,1265,0.030293,21.57,58.65,6.2,ICMP
125.145.197.21,109.80.214.57,33316,295,TCP,1119,0.064482,25.47,43.93,7.62,ICMP
233.203.88.96,103.129.9.99,53246,352,TCP,1458,0.09768,16.84,86.58,8.5,DDoS
24.245.124.204,103.51.62.214,20198,315,TCP,553,0.03758,18.09,30.57,8.04,Normal
226.10.11.62,246.70.252.159,54278,425,ICMP,1318,0.070437,29.59,44.54,8.06,Normal
98.153.238.40,14.55.68.58,17697,352,ICMP,786,0.049782,27.35,28.74,4.4,FTP
120.102.171.168,173.39.80.170,31729,226,TCP,510,0.017965,29.8,17.11,1.84,ICMP
162.7.153.68,100.121.117.78,32706,90,ICMP,305,0.026027,25.67,11.88,9.87,FTP
37.190.36.103,217.221.138.3,47695,294,TCP,476,0.046888,6.14,77.52,9.53,Normal
83.17.188.82,171.149.187.239,58508,60,UDP,1352,0.086108,28.88,46.81,2.69,Normal
217.57.74.109,61.66.145.144,44050,98,ICMP,977,0.04951,7.85,124.46,5.53,DDoS
163.96.66.34,11.71.188.216,30767,162,TCP,584,0.010251,26.7,21.87,1.09,Normal
20.9.192.99,82.254.235.47,37954,161,UDP,1493,0.014066,9.17,162.81,0.69,ICMP
224.23.134.110,180.155.35.89,33737,281,TCP,288,0.019245,7.72,37.31,8.03,HTTP
114.178.143.68,109.12.47.155,13378,369,TCP,1176,0.023598,2.07,568.12,3.62,ICMP
50.39.72.57,226.27.236.154,63828,367,ICMP,1119,0.041236,9.07,123.37,7.9,HTTP
219.5.228.195,27.123.20.116,19504,106,UDP,143,0.090049,19.04,7.51,9.49,Normal
137.177.18.159,73.182.190.98,28293,287,ICMP,1046,0.084414,23.46,44.59,4.01,Normal
236.97.7.109,46.116.34.59,53240,70,UDP,1337,0.004054,2.99,447.16,9.85,HTTP
69.104.251.63,204.46.173.239,28853,70,UDP,274,0.00549,8.13,33.7,9.54,HTTP
5.166.153.227,15.112.253.26,52415,167,TCP,1360,0.038614,20.94,64.95,1.33,DDoS
5.64.183.105,176.3.135.123,16045,196,ICMP,1436,0.053378,17.3,83.01,8.96,FTP
24.162.227.245,21.189.255.164,45627,266,UDP,137,0.095642,9.8,13.98,9.34,ICMP
34.6.203.175,67.182.251.23,35393,385,UDP,724,0.051785,22.35,32.39,8.03,ICMP
97.208.105.247,51.22.67.165,30359,394,UDP,941,0.034248,29.1,32.34,5.72,Normal
36.134.102.135,29.92.155.144,60797,408,UDP,1371,0.047943,20.65,66.39,4.32,DDoS
63.143.71.201,192.124.47.29,55566,52,TCP,1112,0.09624,25.65,43.35,4.28,DDoS
177.217.53.115,138.169.74.254,59685,79,ICMP,1003,0.077316,14.91,67.27,4.57,ICMP
3.53.3.85,178.248.242.222,2955,397,TCP,360,0.03441,5.92,60.81,5.07,FTP
181.41.103.185,181.83.136.249,60867,221,UDP,173,0.067744,19.31,8.96,3.79,HTTP
117.177.209.53,52.49.252.21,43220,187,UDP,1483,0.081589,21.47,69.07,0.16,FTP
227.250.185.245,125.232.189.190,64960,391,ICMP,777,0.03743,12.32,63.07,5.99,ICMP
5.96.223.150,226.6.111.161,45882,420,ICMP,422,0.040719,21.48,19.65,8.31,Normal
57.81.163.202,156.151.70.29,32992,364,ICMP,1028,0.016251,19.68,52.24,3.47,ICMP
227.214.90.143,221.255.77.225,24564,41,TCP,243,0.032383,0.33,736.36,1.24,FTP
220.78.222.70,25.98.217.184,2514,277,TCP,968,0.071031,19.04,50.84,9.16,HTTP
199.151.19.203,190.154.175.34,20258,119,UDP,720,0.028845,29.94,24.05,0.06,FTP
90.250.65.81,219.29.75.5,48367,287,ICMP,142,0.086704,17.91,7.93,0.68,DDoS
255.179.179.44,238.151.93.5,49571,382,UDP,74,0.016299,18.68,3.96,4.88,Normal
184.108.205.156,50.41.144.92,17267,142,UDP,989,0.006851,23.75,41.64,6.27,DDoS
65.43.220.77,96.131.42.47,30310,320,TCP,1309,0.081015,3.17,412.93,0.99,Normal
56.51.105.168,50.200.156.216,27447,108,TCP,127,0.052414,21.52,5.9,1.25,Normal
110.215.177.193,90.84.223.214,33808,39,UDP,158,0.055663,10.58,14.93,9.5,DDoS
200.165.182.200,208.190.183.3,26324,235,TCP,735,0.014286,7.45,98.66,1.23,Normal
141.41.153.15,170.78.221.126,37786,414,TCP,213,0.046589,11.88,17.93,2.19,ICMP
57.45.135.36,226.170.32.91,22858,150,UDP,1494,0.087721,16.58,90.11,1.33,Normal
213.23.69.44,142.197.62.31,32203,441,TCP,170,0.033807,5.84,29.11,5.28,DDoS
237.59.48.232,99.218.118.170,17214,49,UDP,1283,0.08931,4.51,284.48,6.06,DDoS
237.139.196.237,26.86.232.64,50090,248,ICMP,850,0.037221,4.18,203.35,6.55,FTP
12.133.149.29,248.175.110.139,63523,348,ICMP,130,0.099159,24.42,5.32,8.24,FTP
192.237.178.109,87.235.44.120,10177,230,TCP,440,0.004426,22.39,19.65,1.47,Normal
97.74.3.177,13.89.251.142,39195,205,TCP,1057,0.083856,18.96,55.75,0.64,Normal
129.220.74.117,104.181.147.242,59790,402,UDP,696,0.030024,19.73,35.28,4.63,DDoS
147.181.207.93,122.1.50.132,40167,259,TCP,898,0.091526,6.43,139.66,1.07,ICMP
250.231.174.40,21.154.16.137,32722,378,UDP,511,0.038584,13.51,37.82,0.06,DDoS
97.171.113.95,34.127.174.8,19893,399,TCP,947,0.023546,7.75,122.19,5.54,ICMP
49.215.63.150,249.31.192.246,47269,198,ICMP,434,0.044589,0.67,647.76,6.16,DDoS
65.213.226.186,59.67.187.92,38217,414,ICMP,389,0.053199,19.12,20.35,4.16,HTTP
160.186.225.144,12.93.38.127,23622,232,UDP,624,0.001605,20.37,30.63,7.07,DDoS
104.47.249.224,169.146.58.41,41880,128,ICMP,99,0.09397,22.62,4.38,5.83,ICMP
176.44.199.10,108.55.119.213,19745,169,UDP,865,0.011198,9.33,92.71,8.62,DDoS
169.203.110.160,249.244.194.99,11375,290,ICMP,522,0.076932,1.61,324.22,4.58,Normal
7.84.166.108,110.151.137.230,15648,434,UDP,292,0.011137,21.86,13.36,4.62,DDoS
211.243.80.168,236.146.65.232,14567,268,UDP,1181,0.043793,10.46,112.91,4.36,FTP
133.34.19.92,221.16.43.110,65163,441,TCP,482,0.026394,7.88,61.17,8.19,ICMP
191.162.21.0,43.123.15.219,8419,143,UDP,245,0.02814,19.83,12.36,1.55,DDoS
104.180.67.196,80.58.215.216,34594,173,ICMP,593,0.073599,17.67,33.56,8.3,DDoS
88.78.41.87,56.194.233.19,25684,43,TCP,1140,0.046423,17.71,64.37,5.28,HTTP
180.105.84.159,132.236.32.132,39303,322,TCP,1163,0.071087,23.64,49.2,3.36,DDoS
114.186.11.209,73.88.206.219,15080,256,ICMP,77,0.04878,14.93,5.16,2.04,Normal
54.79.138.50,33.188.176.158,43235,320,ICMP,1469,0.042217,2.67,550.19,1.64,DDoS
231.99.66.120,84.28.192.4,35191,430,ICMP,83,0.054107,20.39,4.07,3.37,ICMP
223.22.225.71,133.0.236.38,23320,410,TCP,1113,0.076061,9.82,113.34,5.91,HTTP
13.67.145.2,111.206.58.94,42611,163,UDP,321,0.02956,17.27,18.59,9.32,FTP
21.217.151.129,76.194.27.42,31807,383,UDP,328,0.036166,21.37,15.35,7.26,DDoS
9.50.94.159,23.126.23.219,51796,76,TCP,1117,0.007133,10.55,105.88,3.72,DDoS
62.163.135.142,32.126.251.244,3142,353,TCP,120,0.009722,29.75,4.03,5.32,DDoS
122.27.114.12,202.136.167.33,42021,427,TCP,972,0.067433,10.77,90.25,0.64,HTTP
35.126.223.128,93.252.68.169,38878,96,ICMP,141,0.094233,27.58,5.11,5.43,ICMP
216.193.4.231,171.151.185.67,10292,416,UDP,921,0.077544,12.8,71.95,7.06,FTP
151.10.74.38,118.110.59.205,44768,290,TCP,612,0.041168,10.59,57.79,5.02,DDoS
166.151.58.249,76.12.113.52,56447,441,TCP,671,0.017802,0.42,1597.62,4.36,Normal
137.58.47.80,149.147.247.22,3134,398,TCP,1373,0.086102,5.51,249.18,2.56,Normal
86.47.177.185,203.197.158.229,31145,217,TCP,145,0.019343,19.05,7.61,9.15,Normal
18.112.241.54,131.83.168.221,2638,302,TCP,742,0.098813,13.86,53.54,9.65,FTP
57.105.101.50,153.179.68.225,33576,319,ICMP,1235,0.007347,4.24,291.27,6.97,ICMP
121.74.31.249,209.94.46.60,10420,128,UDP,1467,0.005782,23.34,62.85,4.86,ICMP
191.207.104.36,87.2.118.170,55488,132,TCP,99,0.046779,6.94,14.27,5.54,ICMP
73.17.67.65,94.93.114.38,45881,141,UDP,836,0.004771,25.83,32.37,1.74,FTP
126.117.12.219,119.94.156.82,47275,407,TCP,195,0.032132,16.69,11.68,1.63,Normal
155.1.246.224,169.0.15.33,45002,190,ICMP,1138,0.082908,2.39,476.15,9.57,DDoS
112.126.157.198,40.16.68.204,20411,161,ICMP,1263,0.007176,11.63,108.6,1.95,DDoS
41.193.41.198,160.142.77.94,25596,115,ICMP,1456,0.059462,4.9,297.14,5.05,Normal
160.213.51.59,133.78.94.94,39627,313,TCP,1269,0.05271,23.82,53.27,5.3,Normal
164.107.38.168,176.34.237.135,29902,349,TCP,878,0.049286,16.88,52.01,5.53,DDoS
54.216.137.251,61.231.80.142,38483,219,ICMP,184,0.048301,18.87,9.75,3.34,FTP
76.62.50.246,233.178.93.215,62937,147,ICMP,659,0.088551,14.38,45.83,0.38,Normal
207.92.161.32,19.55.134.120,13195,76,TCP,873,0.026691,7.6,114.87,8.93,Normal
213.132.249.142,243.181.67.27,50063,291,ICMP,772,0.006901,23.4,32.99,2.15,HTTP
235.108.197.221,8.79.248.32,44564,257,UDP,1446,0.085097,15.3,94.51,1.13,Normal
56.155.241.208,249.228.144.165,47519,42,ICMP,1400,0.034971,16.8,83.33,2.98,Normal
207.109.202.184,5.240.16.16,9235,250,TCP,142,0.047733,28.75,4.94,5.75,Normal
125.70.163.1,81.133.179.20,61469,422,TCP,570,0.019104,10.94,52.1,0.93,DDoS
223.151.200.67,214.155.228.163,9583,39,TCP,867,0.010824,23.21,37.35,7.28,ICMP
16.115.250.111,127.98.251.118,3979,389,ICMP,1252,0.027508,6.9,181.45,6.23,Normal
113.119.252.15,86.234.118.126,31021,216,UDP,798,0.059168,23.11,34.53,1.43,Normal
215.43.204.238,4.50.230.165,39092,236,TCP,1312,0.08483,28.97,45.29,0.63,DDoS
223.85.146.3,142.168.224.240,52431,224,UDP,792,0.086633,17.62,44.95,1.86,HTTP
119.13.113.167,116.152.46.58,49690,214,ICMP,1398,0.007335,27.37,51.08,2.95,Normal
38.159.174.92,211.16.200.61,22674,175,UDP,866,0.089835,22.97,37.7,9.14,FTP
6.184.151.217,79.5.108.181,37324,393,TCP,694,0.062811,13.84,50.14,1.54,ICMP
114.162.145.253,176.164.166.240,46202,164,ICMP,1267,0.001573,7.21,175.73,0.46,FTP
151.64.54.53,58.163.225.250,32684,270,TCP,220,0.059066,19.76,11.13,2.01,DDoS
114.70.159.146,67.157.223.41,4412,204,TCP,686,0.062801,7.19,95.41,1.97,Normal
172.33.91.62,93.143.98.151,6536,356,TCP,727,0.044229,9.5,76.53,7.34,ICMP
130.247.5.252,188.3.26.115,45690,221,ICMP,490,0.082328,2.58,189.92,0.04,FTP
46.241.230.6,1.105.126.0,59812,72,TCP,927,0.030947,8.48,109.32,8.25,ICMP
31.239.119.231,185.34.159.228,22516,303,UDP,431,0.02649,16.09,26.79,5.11,ICMP
132.239.58.46,56.98.8.109,61253,205,TCP,647,0.092749,2.62,246.95,0.77,HTTP
251.127.75.149,29.192.26.18,39653,271,ICMP,380,0.009478,4.86,78.19,3.79,ICMP
185.2.78.17,114.78.5.104,45875,176,TCP,484,0.00693,9.69,49.95,8.95,ICMP
53.82.34.197,183.139.74.6,46575,164,ICMP,1426,0.013005,27.43,51.99,3.9,Normal
255.45.17.25,100.46.126.96,25214,435,ICMP,826,0.01609,19.62,42.1,0.87,DDoS
55.87.38.156,78.175.162.12,59163,275,ICMP,635,0.067178,24.5,25.92,2.46,HTTP
202.156.114.67,13.171.208.25,42223,251,UDP,1261,0.009013,11.0,114.64,3.38,Normal
136.9.189.8,58.167.225.62,1078,414,TCP,71,0.040743,7.22,9.83,5.14,FTP
52.79.201.151,141.166.223.149,61930,109,UDP,671,0.072474,12.85,52.22,0.82,FTP
249.82.44.183,184.158.29.44,11150,379,TCP,385,0.038605,8.11,47.47,4.02,Normal
107.40.146.77,210.33.135.136,26195,168,TCP,982,0.034989,9.82,100.0,0.36,FTP
241.223.143.135,207.205.128.233,17661,42,TCP,1000,0.003946,5.19,192.68,9.62,ICMP
151.241.173.83,247.164.92.105,42073,147,ICMP,281,0.003982,29.91,9.39,3.94,Normal
142.122.228.144,19.23.137.205,31677,216,ICMP,149,0.075276,26.37,5.65,3.55,Normal
202.20.138.55,182.75.115.174,59947,239,TCP,1117,0.052915,8.02,139.28,8.26,ICMP
8.134.141.151,97.253.156.160,45635,442,UDP,1158,0.057139,14.09,82.19,6.89,HTTP
7.183.121.38,8.126.26.147,27923,360,TCP,1116,0.048324,25.15,44.37,3.83,ICMP
24.199.73.95,139.37.180.191,58759,39,TCP,65,0.024033,23.71,2.74,7.08,DDoS
189.180.91.189,159.113.197.31,46754,431,ICMP,1327,0.029182,9.46,140.27,8.31,DDoS
150.109.206.108,196.7.50.227,42047,231,UDP,770,0.096918,9.59,80.29,6.09,HTTP
162.207.236.223,125.161.12.140,46070,110,ICMP,312,0.028095,4.39,71.07,0.97,DDoS
91.210.22.122,178.13.33.142,8674,91,ICMP,276,0.030856,4.4,62.73,0.1,FTP
218.207.220.33,41.32.41.250,45119,364,TCP,183,0.069625,19.96,9.17,0.07,Normal
34.17.21.5,63.43.217.40,14263,173,TCP,1361,0.02438,6.14,221.66,5.57,HTTP
208.7.154.81,157.191.20.214,29194,97,TCP,997,0.097293,23.35,42.7,6.67,ICMP
205.90.219.72,162.111.181.77,62558,309,TCP,979,0.055701,1.17,836.75,2.39,ICMP
18.23.62.22,83.15.228.126,17191,135,ICMP,479,0.042755,22.16,21.62,3.25,Normal
84.180.238.82,116.249.81.93,56057,264,UDP,411,0.015049,25.46,16.14,6.55,Normal
41.142.185.245,204.7.207.133,35876,278,ICMP,343,0.081515,3.91,87.72,0.71,FTP
84.254.227.93,216.198.153.235,60132,258,ICMP,282,0.062361,22.91,12.31,3.57,HTTP
39.163.48.77,133.118.127.131,18761,439,TCP,563,0.095351,28.8,19.55,5.92,ICMP
253.18.135.112,82.231.91.212,25809,363,UDP,301,0.032293,12.85,23.42,2.05,FTP
37.235.68.191,25.241.5.245,43593,81,ICMP,1228,0.008812,7.45,164.83,9.39,ICMP
55.47.86.178,214.159.166.176,45423,177,UDP,836,0.066462,20.0,41.8,3.68,FTP
152.195.200.255,66.97.167.147,45037,121,UDP,681,0.078563,29.59,23.01,5.05,HTTP
7.208.103.173,43.204.77.160,17037,79,TCP,756,0.096264,25.85,29.25,7.04,Normal
118.254.247.109,136.137.75.12,5190,244,TCP,818,0.079224,8.63,94.79,5.45,ICMP
2.253.222.67,137.64.157.129,10708,139,TCP,379,0.007383,10.72,35.35,9.4,DDoS
99.203.12.252,72.104.166.155,6275,153,ICMP,1115,0.048616,18.6,59.95,4.7,HTTP
244.220.29.117,176.223.171.2,32027,304,TCP,1467,0.020583,2.79,525.81,4.15,Normal
199.61.19.104,31.162.89.133,4480,328,ICMP,771,0.005304,11.2,68.84,8.51,DDoS
2.38.1.240,243.143.84.128,2162,98,ICMP,434,0.048928,2.6,166.92,4.28,HTTP
140.237.174.73,73.111.116.160,37307,124,ICMP,77,0.057447,12.64,6.09,2.34,FTP
112.7.133.32,104.200.219.28,20634,159,UDP,997,0.01483,28.68,34.76,1.75,DDoS
80.83.158.78,218.113.2.132,20163,126,UDP,1233,0.073957,5.98,206.19,8.24,DDoS
102.92.137.207,249.137.208.241,3517,385,TCP,591,0.079207,15.67,37.72,3.14,DDoS
21.24.97.244,148.138.46.109,60019,278,TCP,525,0.081954,17.12,30.67,3.52,HTTP
208.79.222.13,224.203.222.98,52734,258,ICMP,586,0.0364,16.51,35.49,3.92,HTTP
39.193.223.112,29.131.136.166,43747,442,UDP,1237,0.032894,6.46,191.49,6.1,Normal
221.57.94.23,134.70.112.22,33329,380,TCP,622,0.045353,16.31,38.14,4.98,Normal
33.54.153.51,169.116.178.124,63511,136,TCP,674,0.026921,24.98,26.98,6.24,Normal
209.162.227.202,54.209.137.210,16170,34,ICMP,1403,0.056099,28.52,49.19,4.35,ICMP
175.171.69.125,198.10.105.117,51233,348,ICMP,913,0.029113,21.99,41.52,0.81,FTP
76.17.236.133,70.233.84.117,46313,91,ICMP,1142,0.093279,21.6,52.87,2.83,DDoS
133.177.111.105,79.4.62.34,16270,111,ICMP,482,0.045845,23.88,20.18,9.19,Normal
61.151.19.83,61.148.179.21,11344,301,UDP,264,0.015629,2.55,103.53,8.11,HTTP
177.37.50.48,17.152.191.228,28643,183,TCP,1327,0.081265,18.2,72.91,4.49,ICMP
110.217.166.42,179.248.218.101,43243,215,ICMP,264,0.051339,11.85,22.28,7.69,ICMP
81.61.202.250,104.179.0.232,22424,334,ICMP,1014,0.052717,16.36,61.98,7.8,FTP
233.189.82.60,81.18.41.177,60100,281,ICMP,427,0.082665,27.31,15.64,2.75,FTP
117.229.54.107,122.46.210.152,27289,135,ICMP,130,0.07759,12.16,10.69,2.39,Normal
99.241.219.21,148.193.166.161,12945,372,ICMP,862,0.07798,6.12,140.85,3.51,ICMP
175.30.204.153,143.184.80.158,52337,268,TCP,142,0.06687,10.67,13.31,0.25,FTP
174.186.164.197,131.154.131.119,41623,369,ICMP,242,0.009903,7.89,30.67,1.59,HTTP
170.106.18.138,19.62.86.122,31607,145,TCP,919,0.048785,12.04,76.33,4.99,FTP
5.140.115.80,235.202.55.114,54388,228,ICMP,186,0.099496,5.37,34.64,7.4,HTTP
246.202.43.200,247.4.94.107,9256,388,ICMP,582,0.084808,8.04,72.39,1.34,Normal
121.253.252.245,192.59.77.107,13826,161,TCP,1337,0.030992,29.63,45.12,5.15,DDoS
96.195.97.188,106.107.80.202,12615,217,TCP,1267,0.062095,20.1,63.03,3.04,DDoS
210.204.26.7,27.82.135.185,3807,57,ICMP,151,0.003213,23.6,6.4,4.62,Normal
142.224.147.76,213.170.150.59,3701,163,TCP,1407,0.068829,11.61,121.19,7.48,ICMP
25.180.135.67,152.30.23.162,36776,171,TCP,1473,0.016765,22.93,64.24,1.98,DDoS
30.71.87.31,9.10.97.118,65204,180,TCP,1082,0.06271,17.62,61.41,3.76,FTP
134.164.96.71,105.139.245.128,16491,408,TCP,1158,0.051132,26.1,44.37,1.04,FTP
162.63.151.104,4.179.88.187,49869,128,TCP,1360,0.088802,7.71,176.39,6.75,FTP
184.154.46.61,153.107.254.75,44927,388,TCP,1115,0.025389,8.65,128.9,5.65,DDoS
168.137.218.205,79.214.252.103,36407,329,TCP,201,0.088114,2.57,78.21,3.29,Normal
99.188.80.102,50.244.7.239,13441,194,ICMP,806,0.077652,26.88,29.99,9.8,HTTP
191.240.15.45,48.24.64.79,36600,245,ICMP,1324,0.061133,2.35,563.4,3.46,DDoS
145.48.29.152,180.169.4.23,35006,142,ICMP,774,0.006152,3.42,226.32,1.13,HTTP
89.63.124.31,83.137.102.169,20252,311,TCP,1354,0.028828,16.78,80.69,3.47,FTP
22.207.206.12,21.231.213.249,14958,167,TCP,1335,0.056238,28.79,46.37,0.72,HTTP
16.234.157.29,119.83.23.101,28896,235,UDP,1185,0.031264,19.17,61.82,0.11,FTP
189.25.177.206,120.229.211.142,12368,192,TCP,867,0.070447,25.62,33.84,8.24,HTTP
133.182.14.87,130.58.73.132,35381,433,TCP,135,0.0217,17.61,7.67,4.77,Normal
196.152.227.98,26.246.118.19,42474,117,ICMP,1421,0.013147,9.55,148.8,7.25,Normal
154.60.172.234,49.16.239.12,43424,150,ICMP,1038,0.073609,12.69,81.8,8.71,HTTP
245.158.27.253,204.210.74.177,25450,201,TCP,898,0.071586,10.44,86.02,5.48,Normal
236.175.144.226,175.66.46.8,53018,145,UDP,256,0.056465,28.67,8.93,5.34,FTP
223.116.182.195,182.161.90.66,54224,223,TCP,268,0.001069,2.37,113.08,6.04,HTTP
30.117.156.108,243.253.121.126,36287,158,ICMP,1445,0.077903,19.39,74.52,7.43,ICMP
223.84.200.12,69.150.221.114,46862,83,UDP,1463,0.043109,18.55,78.87,2.85,FTP
185.253.41.157,41.27.147.182,22744,320,ICMP,960,0.055935,5.08,188.98,5.04,Normal
107.43.119.81,51.83.121.171,18708,322,UDP,433,0.016077,20.63,20.99,2.67,DDoS
165.138.131.218,185.132.45.70,35291,157,TCP,330,0.03545,7.84,42.09,5.29,Normal
88.52.6.83,198.94.66.211,63790,322,ICMP,1091,0.018205,14.23,76.67,0.5,HTTP
49.241.245.21,65.29.62.173,26161,24,UDP,1221,0.065749,0.32,3815.62,1.77,DDoS
120.1.204.118,74.186.105.41,63767,254,TCP,819,0.029465,10.46,78.3,9.51,HTTP
134.42.62.224,128.44.221.81,17557,340,TCP,522,0.074966,8.54,61.12,4.17,Normal
252.60.170.165,249.202.37.239,28130,192,UDP,661,0.060844,2.19,301.83,9.54,Normal
137.14.46.166,189.103.135.162,8997,429,UDP,105,0.032056,26.79,3.92,5.83,DDoS
127.130.113.170,177.170.79.157,47483,180,UDP,327,0.05894,28.14,11.62,9.94,Normal
125.68.122.79,153.235.45.211,46225,395,UDP,139,0.066876,27.61,5.03,3.8,DDoS
219.183.206.34,74.23.228.189,20712,109,TCP,1102,0.09366,26.45,41.66,0.77,Normal
143.178.77.100,186.197.151.233,10497,131,UDP,943,0.002101,29.53,31.93,7.95,Normal
57.244.244.176,118.30.106.92,48284,425,TCP,1235,0.078041,27.44,45.01,2.39,Normal
99.215.218.92,29.25.87.123,50192,396,TCP,1336,0.090873,11.67,114.48,1.91,DDoS
172.198.54.181,41.99.113.72,17993,352,TCP,798,0.08004,5.96,133.89,1.11,HTTP
240.250.80.19,22.25.12.206,12178,313,TCP,594,0.078315,22.66,26.21,6.99,ICMP
76.234.19.254,52.169.112.253,4851,216,UDP,1228,0.014645,3.96,310.1,8.63,FTP
205.51.244.13,2.182.2.208,57308,46,ICMP,849,0.046494,5.93,143.17,8.9,FTP
4.76.56.192,254.14.229.112,58569,45,UDP,843,0.048509,13.82,61.0,8.52,ICMP
53.137.56.92,197.38.205.132,35523,137,ICMP,749,0.05619,8.3,90.24,2.63,ICMP
69.36.142.2,35.179.222.75,16302,328,ICMP,1121,0.025906,18.15,61.76,3.68,HTTP
245.46.168.184,208.5.91.137,64289,81,TCP,418,0.006415,29.48,14.18,9.69,HTTP
33.31.93.2,84.151.206.99,43752,345,ICMP,1278,0.037564,19.66,65.01,8.92,Normal
25.167.110.65,66.5.255.110,18880,43,TCP,894,0.070493,0.67,1334.33,1.16,Normal
7.40.232.168,115.65.225.157,30221,111,UDP,295,0.014968,9.7,30.41,4.02,HTTP
238.71.81.243,60.234.28.120,36857,205,TCP,396,0.001251,9.13,43.37,5.69,ICMP
83.44.28.234,175.146.205.232,16439,175,ICMP,670,0.034451,18.28,36.65,6.64,ICMP
170.111.195.243,15.75.5.32,58744,372,UDP,1455,0.006348,10.65,136.62,0.11,FTP
109.103.76.194,59.94.149.54,29694,336,UDP,362,0.033156,24.37,14.85,1.65,DDoS
130.34.153.92,65.61.28.39,54709,107,UDP,421,0.080271,3.75,112.27,2.2,ICMP
197.229.255.66,232.122.250.187,16094,106,TCP,382,0.054094,14.72,25.95,8.71,HTTP
177.168.225.82,223.146.136.32,43352,222,UDP,410,0.01991,17.63,23.26,0.33,HTTP
64.100.247.50,50.95.37.221,10897,305,UDP,570,0.088921,13.81,41.27,9.63,DDoS
67.7.225.208,75.10.212.45,41380,111,UDP,728,0.021136,13.24,54.98,3.57,HTTP
220.233.83.143,210.227.54.45,48858,252,TCP,929,0.078039,29.13,31.89,2.79,DDoS
80.234.145.233,137.38.145.101,62770,120,UDP,514,0.006368,20.52,25.05,9.06,FTP
159.242.168.33,225.150.212.84,13832,442,TCP,437,0.033214,29.55,14.79,7.53,DDoS
51.151.29.152,227.156.184.138,12827,195,TCP,1332,0.039633,25.17,52.92,8.73,DDoS
